triple,instances,clashes,near,exists,contacts_bo,contacts_no_bk,contacts_rpr,clashscore_rpr,clashscore_no_bk,clashscore_bo,,,
cWW_tSW_UCG,0,0,0,1,3,4,4,0,0,0,,,
cWW_tSW_UCU,0,0,0,1,2,2,2,170,0,0,,,
cWW_tSW_UGA,4,0,0,1,5,6,6,134.02,0,0,,,
cWW_tSW_UGC,1,0,1,1,5,6,6,0,0,0,,,
cWW_tSW_UGU,0,0,3,1,4,4,4,0,0,0,,,
cWW_tSW_UUA,0,14,0,1,3,4,4,0,102.56,55.56,,,
cWW_tSW_UUC,0,22,0,1,2,3,3,0,52.63,88.24,,,
cWW_tSW_UUG,0,22,0,1,1,1,1,63.16,51.95,0,,,
cWW_tSW_UUU,0,67,0,1,1,5,7,154.64,42.25,0,,,
cWW_tSS_AAA,0,0,2,1,1,1,2,29.41,0,0,,,
cWW_tSS_AAG,0,1,0,1,1,2,3,0,0,0,,,
cWW_tSS_ACA,0,18,0,1,1,1,1,0,146.34,75,,,
cWW_tSS_ACG,0,79,0,1,4,6,6,150,195.12,24.39,,,
cWW_tSS_AGA,4,0,1,1,3,3,5,142.86,0,23.26,,,
cWW_tSS_AGG,5,0,1,1,4,4,5,72.92,0,0,,,
cWW_tSS_AUA,8,0,5,1,2,2,3,0,0,0,,,
cWW_tSS_AUG,0,1,1,1,3,3,3,0,0,0,,,
cWW_tSS_CAA,0,0,1,1,1,1,2,0,0,0,,,
cWW_tSS_CAG,0,8,0,1,1,4,4,0,60.24,0,,,
cWW_tSS_CCA,0,16,1,1,0,0,0,0,112.5,0,,,
cWW_tSS_CCG,0,16,0,1,1,1,1,60,111.11,0,,,
cWW_tSS_CGA,277,1,35,1,4,5,7,52.08,0,24.39,,,
cWW_tSS_CGG,19,1,1,1,5,7,6,0,11.9,0,,,
cWW_tSS_CUA,2,0,1,1,1,1,3,0,0,0,,,
cWW_tSS_CUG,0,1,0,1,2,2,2,0,0,0,,,
cWW_tSS_GAA,1,3,1,1,2,3,2,0,11.76,0,,,
cWW_tSS_GAG,0,1,0,1,2,3,3,0,0,0,,,
cWW_tSS_GCA,80,1,18,1,4,4,6,0,0,0,,,
cWW_tSS_GCG,5,2,5,1,5,7,7,20.41,0,0,,,
cWW_tSS_GUA,0,6,0,1,2,4,5,0,24.39,25,,,
cWW_tSS_GUG,0,13,0,1,3,7,7,20.41,96.39,24.39,,,
cWW_tSS_UAA,7,0,4,1,2,3,6,31.91,0,0,,,
cWW_tSS_UAG,0,16,0,1,2,5,6,0,134.15,0,,,
cWW_tSS_UCA,0,14,0,1,1,1,1,20.2,113.92,0,,,
cWW_tSS_UCG,0,14,0,1,2,3,3,128.71,112.5,0,,,
cWW_tSS_UGA,16,0,4,1,4,4,4,0,0,25,,,
cWW_tSS_UGG,2,0,1,1,5,5,6,0,0,0,,,
cWW_tSS_UUA,1,0,0,1,2,2,4,0,0,27.78,,,
cWW_tSS_UUG,0,15,0,1,4,6,6,52.63,189.87,27.03,,,
tHH_cSH_AAA,0,4,0,1,3,5,6,29.41,11.9,0,,,
tHH_cSH_AAC,0,1,0,1,3,4,4,0,0,0,,,
tHH_cSH_AAG,0,7,0,1,2,3,3,0,0,0,,,
tHH_cSH_AAU,0,0,0,1,2,3,4,0,0,0,,,
tHH_cSH_ACA,0,1,0,1,2,3,3,10,0,0,,,
tHH_cSH_ACC,0,3,0,1,2,3,4,30.61,37.5,52.63,,,
tHH_cSH_ACU,0,20,0,1,1,3,5,185.57,113.92,0,,,
tHH_cSH_AGA,0,1,0,1,2,2,2,9.71,11.76,23.26,,,
tHH_cSH_AGC,0,1,0,1,1,1,1,0,0,0,,,
tHH_cSH_AGG,0,0,0,1,2,2,2,0,0,0,,,
tHH_cSH_AGU,0,0,0,1,2,2,2,0,0,0,,,
tHH_cSH_AUA,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSH_AUC,0,3,0,1,2,2,2,20.62,12.66,0,,,
tHH_cSH_AUU,0,3,0,1,1,1,1,20.83,12.82,0,,,
tHH_cSH_CAA,0,4,0,1,2,3,4,30,12.2,0,,,
tHH_cSH_CAG,0,7,0,1,1,1,1,0,0,0,,,
tHH_cSH_CAU,0,0,0,1,1,2,2,0,0,0,,,
tHH_cSH_CGA,0,1,0,1,2,3,3,9.9,12.05,24.39,,,
tHH_cSH_CGC,0,2,0,1,1,2,3,10.1,0,0,,,
tHH_cSH_CGG,0,1,0,1,2,3,6,9.8,0,0,,,
tHH_cSH_CGU,0,0,0,1,2,3,4,0,0,0,,,
tHH_cSH_CUA,0,3,0,1,2,2,2,20.62,12.66,0,,,
tHH_cSH_CUC,0,3,0,1,2,2,2,21.05,12.99,0,,,
tHH_cSH_CUU,0,3,0,1,1,1,1,21.28,13.16,0,,,
tHH_cSH_GAA,0,4,0,1,2,3,4,29.13,11.76,0,,,
tHH_cSH_GAC,0,1,0,1,2,2,2,0,0,0,,,
tHH_cSH_GAG,0,7,0,1,1,1,1,0,0,0,,,
tHH_cSH_GAU,0,0,0,1,1,1,1,0,0,0,,,
tHH_cSH_GCA,0,1,0,1,2,2,3,9.9,0,0,,,
tHH_cSH_GCC,0,3,0,1,2,2,3,30.3,37.04,51.28,,,
tHH_cSH_GCU,0,15,0,1,1,2,3,142.86,112.5,0,,,
tHH_cSH_GGA,0,1,0,1,1,1,1,9.62,11.63,22.73,,,
tHH_cSH_GGC,0,15,0,1,0,0,0,0,11.9,0,,,
tHH_cSH_GGG,0,0,0,1,1,2,4,0,0,0,,,
tHH_cSH_GGU,0,11,0,1,1,1,1,0,0,0,,,
tHH_cSH_UAA,0,4,0,1,2,4,5,30.3,12.35,0,,,
tHH_cSH_UAC,0,1,0,1,2,3,3,0,0,0,,,
tHH_cSH_UAG,0,7,0,1,1,2,2,0,0,0,,,
tHH_cSH_UAU,0,0,0,1,1,2,2,0,0,0,,,
tHH_cSH_UCA,0,1,0,1,2,3,3,10.31,0,0,,,
tHH_cSH_UCC,0,3,0,1,2,3,3,31.58,38.96,57.14,,,
tHH_cSH_UCU,0,15,0,1,1,3,3,148.94,118.42,0,,,
tHH_cSS_AAA,1,0,0,1,2,3,7,0,0,0,,,
tHH_cSS_AAC,11,3,0,1,2,3,5,10,12.2,0,,,
tHH_cSS_AAG,5,0,3,1,3,4,4,0,0,0,,,
tHH_cSS_AAU,2,1,1,1,2,6,6,0,0,0,,,
tHH_cSS_ACA,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSS_ACC,0,0,0,1,1,2,2,0,0,0,,,
tHH_cSS_ACG,0,1,0,1,2,4,4,0,0,0,,,
tHH_cSS_ACU,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSS_AGA,0,0,0,1,1,3,3,0,0,0,,,
tHH_cSS_AGC,0,1,0,1,1,1,1,0,0,0,,,
tHH_cSS_AGG,0,0,0,1,1,2,4,0,0,0,,,
tHH_cSS_AGU,0,0,0,1,1,1,1,0,0,0,,,
tHH_cSS_AUA,0,3,1,1,1,3,3,20.2,12.35,0,,,
tHH_cSS_AUC,0,1,0,1,1,4,4,20.62,25.32,0,,,
tHH_cSS_AUG,0,3,0,1,2,3,3,20,12.2,0,,,
tHH_cSS_AUU,0,3,0,1,1,1,1,20.83,12.82,0,,,
tHH_cSS_CAA,0,5,0,1,1,1,1,10.1,0,0,,,
tHH_cSS_CAC,0,6,0,1,1,1,1,0,0,0,,,
tHH_cSS_CAG,0,5,0,1,2,2,2,10,0,0,,,
tHH_cSS_CAU,0,2,0,1,1,3,3,0,0,0,,,
tHH_cSS_CGA,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSS_CGC,0,0,0,1,1,3,4,0,0,0,,,
tHH_cSS_CGG,0,0,0,1,1,3,5,0,0,0,,,
tHH_cSS_CGU,0,0,0,1,1,2,2,0,0,0,,,
tHH_cSS_CUA,0,3,0,1,1,3,3,20.62,12.66,0,,,
tHH_cSS_CUC,0,0,0,1,1,5,5,0,0,0,,,
tHH_cSS_CUG,0,3,0,1,2,3,2,20.41,12.5,0,,,
tHH_cSS_CUU,0,3,0,1,1,1,1,21.28,13.16,0,,,
tHH_cSS_GAA,0,5,0,1,1,1,1,9.8,0,0,,,
tHH_cSS_GAC,0,6,0,1,1,1,1,0,0,0,,,
tHH_cSS_GAG,0,5,0,1,2,2,2,9.71,0,0,,,
tHH_cSS_GAU,0,0,0,1,1,3,3,0,0,0,,,
tHH_cSS_GCA,0,0,1,1,1,3,4,0,0,0,,,
tHH_cSS_GCC,0,0,0,1,1,1,2,0,0,0,,,
tHH_cSS_GCG,0,1,0,1,2,3,4,0,0,0,,,
tHH_cSS_GCU,0,0,0,1,1,3,4,0,0,0,,,
tHH_cSS_GGA,0,7,0,1,0,2,2,9.71,0,0,,,
tHH_cSS_GGC,0,3,0,1,0,1,3,0,0,0,,,
tHH_cSS_GGG,0,0,0,1,0,1,3,0,0,0,,,
tHH_cSS_GGU,0,13,0,1,0,0,1,0,0,0,,,
tHH_cSS_UAA,0,5,0,1,1,2,2,10.2,0,0,,,
tHH_cSS_UAC,1,0,0,1,1,2,5,0,0,0,,,
tHH_cSS_UAG,0,5,0,1,2,3,3,10.1,0,0,,,
tHH_cSS_UAU,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSS_UCA,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSS_UCC,0,0,0,1,1,2,2,0,0,0,,,
tHH_cSS_UCG,0,1,0,1,2,4,4,0,0,0,,,
tHH_cSS_UCU,0,0,0,1,1,4,4,0,0,0,,,
tHH_cSW_AAA,2,0,1,1,3,4,5,0,0,0,,,
tHH_cSW_AAC,0,1,0,1,3,4,5,10,0,0,,,
tHH_cSW_AAG,0,2,0,1,2,3,3,19.42,0,0,,,
tHH_cSW_AAU,3,1,0,1,3,5,8,10.1,0,0,,,
tHH_cSW_ACA,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_ACC,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_ACG,0,0,0,1,3,4,4,0,0,0,,,
tHH_cSW_ACU,0,0,0,1,2,3,3,0,0,0,,,
tHH_cSW_AGA,0,0,0,1,1,1,1,0,0,0,,,
tHH_cSW_AGC,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_AGG,0,0,0,1,2,2,2,0,0,0,,,
tHH_cSW_AGU,0,0,0,1,3,3,3,0,0,0,,,
tHH_cSW_AUA,0,3,0,1,2,2,2,20.2,12.35,0,,,
tHH_cSW_AUC,0,3,0,1,2,2,2,20.62,12.66,0,,,
tHH_cSW_AUG,0,1,0,1,3,4,5,10,0,0,,,
tHH_cSW_AUU,0,0,0,1,2,3,3,0,0,0,,,
tHH_cSW_CAA,0,0,0,1,2,2,3,0,0,0,,,
tHH_cSW_CAC,0,0,0,1,2,2,3,0,0,0,,,
tHH_cSW_CAG,0,2,0,1,1,1,2,19.8,0,0,,,
tHH_cSW_CAU,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_CGA,0,2,0,1,1,2,3,9.9,0,0,,,
tHH_cSW_CGC,0,2,0,1,2,3,4,10.1,0,0,,,
tHH_cSW_CGG,0,0,0,1,2,3,4,0,0,0,,,
tHH_cSW_CGU,0,1,0,1,3,4,5,0,0,0,,,
tHH_cSW_CUA,0,3,0,1,2,2,2,20.62,12.66,0,,,
tHH_cSW_CUC,0,3,0,1,2,2,2,21.05,12.99,0,,,
tHH_cSW_CUG,0,5,0,1,3,3,4,30.61,12.5,0,,,
tHH_cSW_CUU,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_GAA,0,0,0,1,2,2,2,0,0,0,,,
tHH_cSW_GAC,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_GAG,0,2,0,1,1,1,1,19.23,0,0,,,
tHH_cSW_GAU,0,0,0,1,2,3,3,0,0,0,,,
tHH_cSW_GCA,0,14,0,1,2,2,3,128.71,108.43,0,,,
tHH_cSW_GCC,0,14,0,1,2,2,3,131.31,111.11,0,,,
tHH_cSW_GCG,0,14,0,1,3,3,4,127.45,107.14,0,,,
tHH_cSW_GCU,0,0,0,1,2,3,4,0,0,0,,,
tHH_cSW_GGA,0,15,0,1,0,0,0,0,11.63,0,,,
tHH_cSW_GGC,0,0,0,1,1,5,7,0,0,0,,,
tHH_cSW_GGG,0,11,0,1,1,1,1,0,0,0,,,
tHH_cSW_GGU,0,0,0,1,2,4,6,0,0,0,,,
tHH_cSW_UAA,0,0,0,1,2,3,3,0,0,0,,,
tHH_cSW_UAC,0,0,0,1,2,3,3,0,0,0,,,
tHH_cSW_UAG,0,2,0,1,1,2,2,20,0,0,,,
tHH_cSW_UAU,0,0,0,1,2,4,4,0,0,0,,,
tHH_cSW_UCA,0,14,0,1,2,3,3,134.02,113.92,0,,,
tHH_cSW_UCC,0,14,0,1,2,3,3,136.84,116.88,0,,,
tHH_cSW_UCG,0,14,0,1,3,4,4,132.65,112.5,0,,,
tHH_cSW_UCU,0,0,0,1,2,4,4,0,0,0,,,
tHH_tSH_AAA,1,3,0,1,3,4,5,9.8,11.9,0,,,
tHH_tSH_AAC,0,1,0,1,3,4,5,10,0,0,,,
tHH_tSH_AAU,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSH_ACA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSH_ACC,0,19,0,1,2,3,5,173.47,112.5,0,,,
tHH_tSH_AGA,0,1,0,1,3,3,3,0,0,0,,,
tHH_tSH_AGG,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSH_AGU,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSH_AUA,0,8,0,1,2,2,2,60.61,61.73,25.64,,,
tHH_tSH_AUC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSH_CAA,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSH_CAC,0,0,0,1,2,2,3,0,0,0,,,
tHH_tSH_CAU,0,0,0,1,1,2,2,0,0,0,,,
tHH_tSH_CGA,0,2,0,1,3,4,5,9.9,0,0,,,
tHH_tSH_CGG,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSH_CGU,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSH_CUA,0,8,0,1,2,2,2,61.86,63.29,27.03,,,
tHH_tSH_CUC,0,3,0,1,2,0,2,21.05,12.99,0,,,
tHH_tSH_GAA,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSH_GAC,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSH_GAU,0,0,0,1,1,1,1,0,0,0,,,
tHH_tSH_GCA,0,0,0,1,2,2,3,0,0,0,,,
tHH_tSH_GCC,0,14,0,1,2,2,3,131.31,111.11,0,,,
tHH_tSH_GGA,0,15,0,1,2,2,2,0,11.63,0,,,
tHH_tSH_GGG,0,0,0,1,1,2,4,0,0,0,,,
tHH_tSH_GGU,0,0,0,1,1,2,4,0,0,0,,,
tHH_tSH_UAA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSH_UAC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSH_UAU,0,0,0,1,1,2,2,0,0,0,,,
tHH_tSH_UCA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSH_UCC,0,14,0,1,2,3,3,136.84,116.88,0,,,
tHH_tSS_AAA,0,0,0,1,2,4,5,0,0,0,,,
tHH_tSS_AAC,3,0,4,1,2,4,3,0,0,0,,,
tHH_tSS_AAG,11,0,1,1,3,5,5,0,0,23.26,,,
tHH_tSS_AAU,0,1,0,1,2,4,5,0,0,0,,,
tHH_tSS_AGA,0,1,0,1,1,1,1,9.71,0,0,,,
tHH_tSS_AGC,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSS_AGG,1,3,0,1,3,4,5,28.85,34.88,0,,,
tHH_tSS_AGU,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSS_CAA,0,0,0,1,1,3,3,0,0,0,,,
tHH_tSS_CAG,0,1,0,1,2,5,5,9.9,12.05,24.39,,,
tHH_tSS_CAU,0,1,0,1,1,3,3,0,0,0,,,
tHH_tSS_CGA,0,4,0,1,1,2,3,19.8,0,0,,,
tHH_tSS_CGC,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSS_CGG,0,0,0,1,3,5,6,0,0,0,,,
tHH_tSS_CGU,0,0,0,1,2,4,5,0,0,0,,,
tHH_tSS_GAA,0,0,0,1,1,2,2,0,0,0,,,
tHH_tSS_GAC,0,0,0,1,1,2,2,0,0,0,,,
tHH_tSS_GAG,0,1,0,1,2,3,3,9.62,11.63,22.73,,,
tHH_tSS_GAU,0,1,0,1,1,2,2,0,0,0,,,
tHH_tSS_GGA,0,17,0,1,0,0,0,9.62,11.63,0,,,
tHH_tSS_GGC,0,0,0,1,1,2,4,0,0,0,,,
tHH_tSS_GGG,1,0,0,1,2,4,6,0,0,0,,,
tHH_tSS_GGU,0,0,0,1,1,3,5,0,0,0,,,
tHH_tSS_UAA,0,0,0,1,1,3,3,0,0,0,,,
tHH_tSS_UAC,0,0,0,1,1,3,3,0,0,0,,,
tHH_tSS_UAG,0,1,0,1,2,4,4,10,12.2,25,,,
tHH_tSS_UAU,0,1,0,1,1,3,3,0,0,0,,,
tHH_tSW_AAA,0,0,0,1,3,4,5,0,0,0,,,
tHH_tSW_AAC,0,0,0,1,3,4,5,0,0,0,,,
tHH_tSW_AAU,0,2,0,1,3,4,5,0,0,0,,,
tHH_tSW_ACA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_ACC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_ACG,0,0,0,1,3,5,5,0,0,0,,,
tHH_tSW_ACU,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_AGA,0,0,0,1,3,3,3,0,0,0,,,
tHH_tSW_AGC,0,0,0,1,3,4,4,0,0,0,,,
tHH_tSW_AGU,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSW_AUA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_AUC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_AUG,0,0,0,1,3,6,6,0,0,0,,,
tHH_tSW_AUU,0,4,0,1,2,3,3,31.25,38.46,0,,,
tHH_tSW_CAA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_CAC,0,1,0,1,2,2,3,10.2,0,0,,,
tHH_tSW_CAU,0,1,0,1,2,5,5,10.31,12.66,0,,,
tHH_tSW_CGA,0,0,0,1,3,5,6,0,0,0,,,
tHH_tSW_CGC,0,0,0,1,3,5,6,0,0,0,,,
tHH_tSW_CGU,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSW_CUA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_CUC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_CUG,0,3,0,1,3,3,3,20.41,12.5,0,,,
tHH_tSW_CUU,0,4,0,1,2,4,4,31.91,39.47,0,,,
tHH_tSW_GAA,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSW_GAC,0,0,0,1,2,2,2,0,0,0,,,
tHH_tSW_GAU,0,2,0,1,2,2,2,20,24.39,0,,,
tHH_tSW_GCA,0,14,0,1,2,2,3,128.71,108.43,0,,,
tHH_tSW_GCC,0,0,0,1,2,3,4,0,0,0,,,
tHH_tSW_GCG,0,1,0,1,3,6,7,0,0,0,,,
tHH_tSW_GCU,0,0,0,1,2,4,5,0,0,0,,,
tHH_tSW_GGA,0,0,0,1,2,4,6,0,0,0,,,
tHH_tSW_GGC,0,0,0,1,2,4,6,0,0,0,,,
tHH_tSW_GGU,0,0,0,1,1,2,4,0,12.05,24.39,,,
tHH_tSW_UAA,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_UAC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_UAU,0,2,0,1,2,3,3,21.05,25.97,0,,,
tHH_tSW_UCA,0,14,0,1,2,3,3,134.02,113.92,0,,,
tHH_tSW_UCC,0,0,0,1,2,3,3,0,0,0,,,
tHH_tSW_UCG,0,1,0,1,3,5,5,10.2,12.5,0,,,
tHH_tSW_UCU,0,0,0,1,2,3,3,0,0,0,,,
tHW_cHH_AAG,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHH_ACG,0,39,0,1,2,2,2,0,0,0,,,
tHW_cHH_CCG,0,34,0,1,1,1,1,20.41,0,0,,,
tHW_cHH_GAG,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHH_GCG,0,40,0,1,1,1,1,49.02,59.52,0,,,
tHW_cHH_GGA,0,0,0,1,4,4,5,0,0,0,,,
tHW_cHH_GGC,0,1,0,1,3,3,4,9.9,11.9,0,,,
tHW_cHH_GGG,0,0,0,1,3,3,5,0,0,0,,,
tHW_cHH_UGA,0,1,0,1,3,3,3,10,12.2,25,,,
tHW_cHH_UGC,0,1,0,1,2,2,2,10.31,12.5,0,,,
tHW_cHH_UGG,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHS_AAA,0,2,0,1,3,4,5,19.8,0,0,,,
tHW_cHS_AAC,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHS_AAG,0,1,0,1,3,4,4,9.71,11.76,23.26,,,
tHW_cHS_AAU,0,0,0,1,3,4,4,0,0,0,,,
tHW_cHS_ACA,0,10,0,1,3,3,3,0,0,0,,,
tHW_cHS_ACC,0,11,0,1,3,3,3,72.16,75,52.63,,,
tHW_cHS_ACG,0,3,0,1,2,3,3,29.7,36.14,73.17,,,
tHW_cHS_ACU,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHS_AUA,0,1,0,1,2,2,2,0,0,0,,,
tHW_cHS_AUC,0,0,1,1,2,2,5,0,0,0,,,
tHW_cHS_AUG,48,0,6,1,3,3,7,0,0,0,,,
tHW_cHS_AUU,0,1,0,1,2,2,4,10.42,0,0,,,
tHW_cHS_CCA,0,7,0,1,2,2,2,0,0,0,,,
tHW_cHS_CCC,0,13,0,1,2,2,4,136.84,76.92,55.56,,,
tHW_cHS_CCG,0,0,0,1,1,2,2,0,0,0,,,
tHW_cHS_CCU,0,5,0,1,2,2,2,10.64,0,0,,,
tHW_cHS_GAA,0,2,0,1,2,3,5,19.61,0,0,,,
tHW_cHS_GAC,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHS_GAG,0,8,0,1,2,3,2,19.61,11.63,22.73,,,
tHW_cHS_GAU,0,0,0,1,2,3,4,0,0,0,,,
tHW_cHS_GCA,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHS_GCC,0,7,0,1,2,2,3,71.43,86.42,51.28,,,
tHW_cHS_GCG,0,2,0,1,1,1,2,19.61,23.81,47.62,,,
tHW_cHS_GCU,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHS_GGA,0,2,0,1,3,5,6,9.71,0,0,,,
tHW_cHS_GGG,0,0,0,1,4,4,5,0,0,0,,,
tHW_cHS_GUA,0,11,0,1,2,2,4,100,121.95,150,,,
tHW_cHS_GUC,0,1,0,1,1,2,5,10.2,0,0,,,
tHW_cHS_GUG,0,0,0,1,2,2,4,0,0,0,,,
tHW_cHS_GUU,0,0,0,1,1,1,2,0,0,0,,,
tHW_cHS_UGA,0,2,0,1,2,4,4,10.1,0,0,,,
tHW_cHS_UGG,0,0,0,1,3,4,4,0,0,0,,,
tHW_cHS_UUA,0,8,0,1,1,1,1,83.33,102.56,222.22,,,
tHW_cHS_UUC,0,3,0,1,1,0,1,21.74,0,0,,,
tHW_cHS_UUG,0,2,0,1,2,2,2,0,0,0,,,
tHW_cHS_UUU,0,1,0,1,1,1,1,0,0,0,,,
tHW_cHW_AAG,0,0,0,1,4,4,4,0,0,0,,,
tHW_cHW_AAU,0,0,0,1,4,4,4,0,0,0,,,
tHW_cHW_ACC,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHW_AUA,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHW_AUC,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHW_AUU,1,0,0,1,3,3,4,0,0,0,,,
tHW_cHW_CCC,0,0,0,1,2,2,2,0,0,0,,,
tHW_cHW_GAG,0,0,0,1,3,3,4,0,0,0,,,
tHW_cHW_GAU,0,0,0,1,3,3,4,0,0,0,,,
tHW_cHW_GCC,0,2,0,1,3,3,4,20.2,24.69,51.28,,,
tHW_cHW_GGA,0,1,0,1,4,4,6,9.62,11.63,22.73,,,
tHW_cHW_GGC,0,0,0,1,4,4,6,0,0,0,,,
tHW_cHW_GGG,0,0,0,1,5,5,6,0,0,0,,,
tHW_cHW_GGU,0,1,0,1,4,4,4,9.9,0,0,,,
tHW_cHW_GUA,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHW_GUC,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHW_GUU,0,0,0,1,2,2,3,0,0,0,,,
tHW_cHW_UGA,0,1,0,1,3,3,3,10,12.2,25,,,
tHW_cHW_UGC,0,0,0,1,3,3,4,0,0,0,,,
tHW_cHW_UGG,0,0,0,1,4,4,4,0,0,0,,,
tHW_cHW_UGU,0,0,0,1,3,3,3,0,0,0,,,
tHW_cHW_UUA,0,0,0,1,2,2,2,0,0,0,,,
tHW_cHW_UUC,0,0,0,1,2,2,2,0,0,0,,,
tHW_cHW_UUU,0,0,0,1,2,2,2,0,0,0,,,
tHW_cSH_AAA,0,4,2,1,3,4,5,29.41,11.9,0,,,
tHW_cSH_AAC,0,1,1,1,3,3,3,0,0,0,,,
tHW_cSH_AAG,0,7,0,1,2,2,2,0,0,0,,,
tHW_cSH_AAU,0,0,0,1,2,2,2,0,0,0,,,
tHW_cSH_ACA,0,0,2,1,3,3,3,0,0,0,,,
tHW_cSH_ACC,8,0,3,1,4,4,4,0,0,157.89,,,
tHW_cSH_ACU,0,15,0,1,2,3,3,144.33,113.92,0,,,
tHW_cSH_AUA,0,5,0,1,3,3,3,30.3,24.69,25.64,,,
tHW_cSH_AUC,0,15,0,1,2,2,2,82.47,88.61,162.16,,,
tHW_cSH_AUU,1,0,0,1,2,2,4,0,0,27.78,,,
tHW_cSH_CCA,0,10,0,1,2,2,2,61.22,62.5,131.58,,,
tHW_cSH_CCC,0,10,0,1,0,0,0,32.61,40.54,62.5,,,
tHW_cSH_CCU,0,16,0,1,2,3,3,157.89,129.87,28.57,,,
tHW_cSH_GAA,0,4,0,1,2,3,4,29.13,11.76,0,,,
tHW_cSH_GAC,0,1,0,1,2,2,2,0,0,0,,,
tHW_cSH_GAG,0,7,2,1,1,1,1,0,0,0,,,
tHW_cSH_GAU,0,0,0,1,1,1,1,0,0,0,,,
tHW_cSH_GCA,0,1,5,1,2,2,2,9.9,0,0,,,
tHW_cSH_GCC,0,4,0,1,3,3,3,40.4,49.38,76.92,,,
tHW_cSH_GCU,0,15,0,1,1,2,2,142.86,112.5,0,,,
tHW_cSH_GGA,0,6,0,1,4,4,4,9.71,11.76,23.26,,,
tHW_cSH_GGC,0,1,0,1,3,3,3,0,0,0,,,
tHW_cSH_GGG,0,2,0,1,4,4,6,19.05,0,0,,,
tHW_cSH_GGU,0,0,0,1,4,4,4,0,0,0,,,
tHW_cSH_GUA,0,3,0,1,2,2,2,20,12.2,0,,,
tHW_cSH_GUC,0,3,0,1,2,2,2,20.41,12.5,0,,,
tHW_cSH_GUU,0,3,0,1,1,1,1,20.62,12.66,0,,,
tHW_cSH_UGA,0,1,0,1,3,3,3,10,12.2,25,,,
tHW_cSH_UGC,0,1,0,1,2,2,2,0,0,0,,,
tHW_cSH_UGG,0,3,0,1,3,3,3,80,24.1,0,,,
tHW_cSH_UGU,0,0,0,1,3,3,3,0,0,0,,,
tHW_cSH_UUA,0,3,0,1,2,2,2,20.83,12.82,0,,,
tHW_cSH_UUC,1,0,0,1,2,2,3,0,0,0,,,
tHW_cSH_UUU,0,3,0,1,1,1,1,21.51,13.33,0,,,
tHW_cSS_AAA,0,5,0,1,2,2,2,9.9,0,0,,,
